"","navn","ministerpost","parti","start","stop","regering","r_start","r_stop","time","early"
"1","C.C. Zahrtmann"," Marineminister ",NA,1848-04-06,1848-11-16,"Regeringen-Moltke-I",1848-03-22,1848-11-16,0.61202185792331,0
"2","C.E. Bardenfleth"," Justitsminister ",NA,1848-03-22,1848-11-16,"Regeringen-Moltke-I",1848-03-22,1848-11-16,0.653005464480657,0
"3","A.F. Tscherning"," Krigsminister ",NA,1848-03-22,1848-11-16,"Regeringen-Moltke-I",1848-03-22,1848-11-16,0.653005464480657,0
"4","D.G. Monrad"," Kultusminister ",NA,1848-03-22,1848-11-16,"Regeringen-Moltke-I",1848-03-22,1848-11-16,0.653005464480657,0
"5","C.A. Blume"," Handelsminister",NA,1848-03-22,1848-11-16,"Regeringen-Moltke-I",1848-03-22,1848-11-16,0.653005464480657,0
"6","Wilhelm Sponneck"," Finansminister ",NA,1848-11-16,1851-07-13,"Regeringen-Moltke-II",1848-11-16,1851-07-13,2.6544501833971,0
"7","F. Tillisch"," Minister for Slesvig ",NA,1851-03-05,1851-07-13,"Regeringen-Moltke-II",1848-11-16,1851-07-13,0.356164383561691,0
"8","J.N. Madvig"," Kultusminister ",NA,1848-11-16,1851-07-13,"Regeringen-Moltke-II",1848-11-16,1851-07-13,2.6544501833971,0
"9","C.E. Bardenfleth"," Justitsminister ",NA,1848-11-16,1851-07-13,"Regeringen-Moltke-II",1848-11-16,1851-07-13,2.6544501833971,0
"10","C.F. Hansen"," Krigsminister ",NA,1848-11-16,1851-07-13,"Regeringen-Moltke-II",1848-11-16,1851-07-13,2.6544501833971,0
"11","Holger Reedtz"," Udenrigsminister ",NA,1850-08-06,1851-07-13,"Regeringen-Moltke-II",1848-11-16,1851-07-13,0.934246575342513,0
"12","C.C. Zahrtmann"," Marineminister ",NA,1848-11-16,1850-08-10,"Regeringen-Moltke-II",1848-11-16,1851-07-13,1.73116251216425,1
"13","Carl L.C. Irminger"," Marineminister ",NA,1850-08-10,1850-11-25,"Regeringen-Moltke-II",1848-11-16,1851-07-13,0.293150684931561,1
"14","C. van Dockum"," Marineminister ",NA,1850-11-25,1851-07-13,"Regeringen-Moltke-II",1848-11-16,1851-07-13,0.630136986301295,0
"15","P.G. Bang"," Indenrigsminister ",NA,1848-11-16,1849-09-21,"Regeringen-Moltke-II",1848-11-16,1851-07-13,0.846231005314849,1
"16","A.W. Moltke"," Premierminister ",NA,1851-07-13,1851-10-18,"Regeringen-Moltke-III",1851-07-13,1851-10-18,0.265753424657532,0
"17","Wilhelm Sponneck"," Finansminister ",NA,1851-07-13,1851-10-18,"Regeringen-Moltke-III",1851-07-13,1851-10-18,0.265753424657532,0
"18","F. Tillisch"," Indenrigsminister ",NA,1851-07-13,1851-10-18,"Regeringen-Moltke-III",1851-07-13,1851-10-18,0.265753424657532,0
"19","J.N. Madvig"," Kultusminister ",NA,1851-07-13,1851-10-18,"Regeringen-Moltke-III",1851-07-13,1851-10-18,0.265753424657532,0
"20","C.E. Bardenfleth"," Minister for Slesvig ",NA,1851-07-13,1851-10-18,"Regeringen-Moltke-III",1851-07-13,1851-10-18,0.265753424657532,0
"21","Carl Moltke"," u.p. ",NA,1851-07-13,1851-10-18,"Regeringen-Moltke-III",1851-07-13,1851-10-18,0.265753424657532,0
"22","Holger Reedtz"," Udenrigsminister ",NA,1851-07-13,1851-10-18,"Regeringen-Moltke-III",1851-07-13,1851-10-18,0.265753424657532,0
"23","Jacob Fibiger"," Krigsminister ",NA,1851-07-13,1851-10-18,"Regeringen-Moltke-III",1851-07-13,1851-10-18,0.265753424657532,0
"24","C. van Dockum"," Marineminister ",NA,1851-07-13,1851-10-18,"Regeringen-Moltke-III",1851-07-13,1851-10-18,0.265753424657532,0
"25","A.W. Scheel"," Justitsminister",NA,1851-07-13,1851-10-18,"Regeringen-Moltke-III",1851-07-13,1851-10-18,0.265753424657532,0
"26","A.W. Moltke"," Premierminister ",NA,1851-10-18,1852-01-27,"Regeringen-Moltke-IV",1851-10-18,1852-01-27,0.27651770342095,0
"27","Wilhelm Sponneck"," Finansminister ",NA,1851-10-18,1852-01-27,"Regeringen-Moltke-IV",1851-10-18,1852-01-27,0.27651770342095,0
"28","F. Tillisch"," Indenrigsminister ",NA,1851-10-18,1852-01-27,"Regeringen-Moltke-IV",1851-10-18,1852-01-27,0.27651770342095,0
"29","J.N. Madvig"," Kultusminister ",NA,1851-10-18,1851-12-07,"Regeringen-Moltke-IV",1851-10-18,1852-01-27,0.136986301369916,1
"30","C.E. Bardenfleth"," Minister for Slesvig ",NA,1851-10-18,1852-01-27,"Regeringen-Moltke-IV",1851-10-18,1852-01-27,0.27651770342095,0
"31","P.C. Bang"," Kultusminister ",NA,1851-12-07,1852-01-27,"Regeringen-Moltke-IV",1851-10-18,1852-01-27,0.139531402051034,0
"32","C.A. Bluhme"," Udenrigsminister ",NA,1851-10-18,1852-01-27,"Regeringen-Moltke-IV",1851-10-18,1852-01-27,0.27651770342095,0
"33","C. van Dockum"," Marineminister ",NA,1851-10-18,1852-01-27,"Regeringen-Moltke-IV",1851-10-18,1852-01-27,0.27651770342095,0
"34","C.J. Flensborg"," Krigsminister ",NA,1851-10-18,1852-01-27,"Regeringen-Moltke-IV",1851-10-18,1852-01-27,0.27651770342095,0
"35","A.W. Scheel"," Justitsminister",NA,1851-10-18,1852-01-27,"Regeringen-Moltke-IV",1851-10-18,1852-01-27,0.27651770342095,0
"36","Wilhelm Sponneck"," Finansminister ",NA,1852-01-27,1853-04-21,"Regeringen-Bluhme-I",1852-01-27,1853-04-21,1.23033161164744,0
"37","Heinrich Reventlow-Criminil"," Minister for Holsten og Lauenborg ",NA,1852-01-27,1853-04-21,"Regeringen-Bluhme-I",1852-01-27,1853-04-21,1.23033161164744,0
"38","A.W. Scheel"," Justitsminister ",NA,1852-01-27,1853-04-21,"Regeringen-Bluhme-I",1852-01-27,1853-04-21,1.23033161164744,0
"39","Carl Moltke"," Minister for Slesvig ",NA,1852-01-27,1853-04-21,"Regeringen-Bluhme-I",1852-01-27,1853-04-21,1.23033161164744,0
"40","C.F. Hansen"," Krigsminister ",NA,1852-01-27,1853-04-21,"Regeringen-Bluhme-I",1852-01-27,1853-04-21,1.23033161164744,0
"41","Carl Simony"," Kultusminister ",NA,1852-06-03,1853-04-21,"Regeringen-Bluhme-I",1852-01-27,1853-04-21,0.880604835691202,0
"42","Steen Bille"," Marineminister",NA,1852-01-27,1853-04-21,"Regeringen-Bluhme-I",1852-01-27,1853-04-21,1.23033161164744,0
"43","F. Wolfhagen"," Minister for Slesvig ",NA,1856-06-18,1856-10-18,"Regeringen-Bang",1854-12-12,1856-10-18,0.333333333333258,0
"44","Mathias Lüttichau"," Krigsminister ",NA,1854-12-12,1856-05-25,"Regeringen-Bang",1854-12-12,1856-10-18,1.45096938393613,1
"45","Harald Raasløff"," Minister for Slesvig ",NA,1854-12-12,1856-02-18,"Regeringen-Bang",1854-12-12,1856-10-18,1.1859420615317,1
"46","Carl Simony"," Indenrigsminister ",NA,1856-02-18,1856-06-04,"Regeringen-Bang",1854-12-12,1856-10-18,0.29234972677591,1
"47","Wilhelm Michelsen"," Marineminister ",NA,1854-12-12,1856-10-18,"Regeringen-Bang",1854-12-12,1856-10-18,1.84987648776109,0
"48","I.J. Unsgaard"," Indenrigsminister ",NA,1856-06-04,1856-10-18,"Regeringen-Bang",1854-12-12,1856-10-18,0.371584699453479,0
"49","Carl Lundbye"," Krigsminister ",NA,1856-05-25,1856-10-18,"Regeringen-Bang",1854-12-12,1856-10-18,0.398907103824968,0
"50","C.G. Andræ"," Finansminister ",NA,1854-12-12,1856-10-18,"Regeringen-Bang",1854-12-12,1856-10-18,1.84987648776109,0
"51","W. Scheel-Plessen"," Udenrigsminister ",NA,1854-12-12,1855-01-15,"Regeringen-Bang",1854-12-12,1856-10-18,0.0931506849315156,1
"52","A.W. Scheel"," Justitsminister",NA,1854-12-12,1855-01-15,"Regeringen-Bang",1854-12-12,1856-10-18,0.0931506849315156,1
"53","A.F. Krieger"," Indenrigsminister ",NA,1856-10-18,1857-05-13,"Regeringen-Andrae",1856-10-18,1857-05-13,0.566561868403369,0
"54","F. Wolfhagen"," Minister for Slesvig ",NA,1856-10-18,1857-05-13,"Regeringen-Andrae",1856-10-18,1857-05-13,0.566561868403369,0
"55","C.C. Hall"," Kultusminister ",NA,1856-10-18,1857-05-13,"Regeringen-Andrae",1856-10-18,1857-05-13,0.566561868403369,0
"56","Carl Simony"," Jutitsminister ",NA,1856-10-18,1857-05-13,"Regeringen-Andrae",1856-10-18,1857-05-13,0.566561868403369,0
"57","Wilhelm Michelsen"," Marineminister ",NA,1856-10-18,1857-05-13,"Regeringen-Andrae",1856-10-18,1857-05-13,0.566561868403369,0
"58","I.J. Unsgaard"," Minister for Monarkiets fælles indre anliggender ",NA,1856-10-18,1857-05-13,"Regeringen-Andrae",1856-10-18,1857-05-13,0.566561868403369,0
"59","Carl Lundbye"," Krigsminister ",NA,1856-10-18,1857-05-13,"Regeringen-Andrae",1856-10-18,1857-05-13,0.566561868403369,0
"60","C.G. Andræ"," Finansminister ",NA,1857-05-13,1858-07-10,"Regeringen-Hall-I",1857-05-13,1859-12-02,1.158904109589,1
"61","F. Wolfhagen"," Minister for Slesvig ",NA,1857-05-13,1859-12-02,"Regeringen-Hall-I",1857-05-13,1859-12-02,2.55616438356174,0
"62","Carl Lundbye"," Krigsminister ",NA,1857-05-13,1859-12-02,"Regeringen-Hall-I",1857-05-13,1859-12-02,2.55616438356174,0
"63","D.G. Monrad"," Kultusminister",NA,1859-05-06,1859-12-02,"Regeringen-Hall-I",1857-05-13,1859-12-02,0.575342465753465,0
"64","Hans Nicolai Thestrup"," Marineminister; Krigsminister ",NA,1859-12-02,1860-02-24,"Regeringen-Rotwitt",1859-12-02,1860-02-24,0.229732764428491,0
"65","V.A. Borgen"," Kultusminister",NA,1859-12-02,1860-02-24,"Regeringen-Rotwitt",1859-12-02,1860-02-24,0.229732764428491,0
"66","C.E. Fenger"," Finansminister ",NA,1860-02-24,1863-12-31,"Regeringen-Hall-II",1860-02-24,1863-12-31,3.84971929036601,0
"67","Orla Lehmann"," Indenrigsminister ",NA,1861-09-15,1863-12-31,"Regeringen-Hall-II",1860-02-24,1863-12-31,2.29315068493156,0
"68","Harald Raasløff"," Minister for Holsten og Lauenborg ",NA,1860-02-24,1861-03-30,"Regeringen-Hall-II",1860-02-24,1863-12-31,1.09355490680423,1
"69","Steen Bille"," Marineminister ",NA,1860-02-24,1863-12-31,"Regeringen-Hall-II",1860-02-24,1863-12-31,3.84971929036601,0
"70","Hans Nicolai Thestrup"," Krigsminister ",NA,1860-02-24,1863-08-13,"Regeringen-Hall-II",1860-02-24,1863-12-31,3.46615764653029,1
"71","A.L. Casse"," Justitsminister ",NA,1860-02-24,1863-12-31,"Regeringen-Hall-II",1860-02-24,1863-12-31,3.84971929036601,0
"72","F. Wolfhagen"," Minister for Slesvig ",NA,1860-02-24,1863-12-31,"Regeringen-Hall-II",1860-02-24,1863-12-31,3.84971929036601,0
"73","Carl Lundbye"," Krigsminister",NA,1863-08-13,1863-12-31,"Regeringen-Hall-II",1860-02-24,1863-12-31,0.383561643835719,0
"74","A.L. Casse"," Justitsminister ",NA,1863-12-31,1864-07-11,"Regeringen-Monrad",1863-12-31,1864-07-11,0.52732988996172,0
"75","Wilhelm Johannsen"," Minister for Slesvig ",NA,1864-01-24,1864-07-11,"Regeringen-Monrad",1863-12-31,1864-07-11,0.461748633879779,0
"76","Carl v. Nutzhorn"," Indenrigsminister ",NA,1863-12-31,1864-05-10,"Regeringen-Monrad",1863-12-31,1864-07-11,0.357930982857852,1
"77","George Quaade"," Udenrigsminister ",NA,1864-01-08,1864-07-11,"Regeringen-Monrad",1863-12-31,1864-07-11,0.505464480874252,0
"78","Carl Simony"," Minister for Slesvig ",NA,1863-12-31,1864-01-24,"Regeringen-Monrad",1863-12-31,1864-07-11,0.0655812560819413,1
"79","C.E. Reich"," Krigsminister ",NA,1864-05-18,1864-07-11,"Regeringen-Monrad",1863-12-31,1864-07-11,0.147540983606405,0
"80","C.T. Engelstoft"," Kultusminister ",NA,1863-12-31,1864-07-11,"Regeringen-Monrad",1863-12-31,1864-07-11,0.52732988996172,0
"81","Carl Lundbye"," Krigsminister ",NA,1863-12-31,1864-05-18,"Regeringen-Monrad",1863-12-31,1864-07-11,0.379788906355316,1
"82","H.R. Carlsen"," Indenrigsminister ",NA,1864-05-10,1864-07-11,"Regeringen-Monrad",1863-12-31,1864-07-11,0.169398907103869,0
"83","O.H. Lütken"," Marineminister",NA,1863-12-31,1864-07-11,"Regeringen-Monrad",1863-12-31,1864-07-11,0.52732988996172,0
"84","C.N. David"," Finansminister ",NA,1864-07-11,1865-11-06,"Regeringen-Bluhme-II",1864-07-11,1865-11-06,1.32198517853135,0
"85","F. Tillisch"," Indenrigsminister ",NA,1864-07-11,1865-11-06,"Regeringen-Bluhme-II",1864-07-11,1865-11-06,1.32198517853135,0
"86","O.H. Lütken"," Marineminister ",NA,1864-07-11,1865-11-06,"Regeringen-Bluhme-II",1864-07-11,1865-11-06,1.32198517853135,0
"87","Carl Moltke"," Minister uden porteføjle ",NA,1865-05-13,1865-07-05,"Regeringen-Bluhme-II",1864-07-11,1865-11-06,0.145205479451988,1
"88","C.F. Hansen"," Krigsminister ",NA,1864-07-11,1865-11-06,"Regeringen-Bluhme-II",1864-07-11,1865-11-06,1.32198517853135,0
"89","Wilhelm Johannsen"," Minister for Slesvig",NA,1864-07-11,1864-11-18,"Regeringen-Bluhme-II",1864-07-11,1865-11-06,0.355191256830722,1
"90","Aleth Hansen"," Kultusminister ",NA,1868-03-15,1869-09-22,"Regeringen-krag-juel-vind-frijs",1865-11-06,1870-05-28,1.52110187888297,1
"91","Carl v. Nutzhorn"," Justitsminister ",NA,1868-08-10,1870-05-28,"Regeringen-krag-juel-vind-frijs",1865-11-06,1870-05-28,1.79618234897816,0
"92","C. Leuning"," Justitsminister ",NA,1865-11-06,1867-07-21,"Regeringen-krag-juel-vind-frijs",1865-11-06,1870-05-28,1.70410958904108,1
"93","Otto Fr. Suenson"," Marineminister ",NA,1867-11-01,1869-09-22,"Regeringen-krag-juel-vind-frijs",1865-11-06,1870-05-28,1.89041095890411,1
"94","Wolfgang Haffner"," Indenrigsminister ",NA,1869-09-22,1870-05-28,"Regeringen-krag-juel-vind-frijs",1865-11-06,1870-05-28,0.679452054794638,0
"95","Hans Herman Grove"," Marineminister ",NA,1865-11-06,1866-08-17,"Regeringen-krag-juel-vind-frijs",1865-11-06,1870-05-28,0.778082191780868,1
"96","P.C. Kierkegaard"," Kultusminister ",NA,1867-09-04,1868-03-06,"Regeringen-krag-juel-vind-frijs",1865-11-06,1870-05-28,0.503623025675552,1
"97","E. Emil Rosenørn"," Kultusminister ",NA,1869-09-22,1870-05-28,"Regeringen-krag-juel-vind-frijs",1865-11-06,1870-05-28,0.679452054794638,0
"98","Theodor Rosenørn-Teilmann"," Justitsminister ",NA,1867-07-21,1868-08-10,"Regeringen-krag-juel-vind-frijs",1865-11-06,1870-05-28,1.05587244554249,1
"99","J.W. Neergaard"," Krigsminister ",NA,1865-11-06,1866-09-29,"Regeringen-krag-juel-vind-frijs",1865-11-06,1870-05-28,0.895890410959055,1
"100","C. van Dockum"," Marineminister ",NA,1866-09-17,1867-11-01,"Regeringen-krag-juel-vind-frijs",1865-11-06,1870-05-28,1.1232876712329,1
"101","C.E. Fenger"," Finansminister ",NA,1870-05-28,1874-07-14,"Regeringen-Holstein-Holsteinborg",1870-05-28,1874-07-14,4.12876712328762,0
"102","C.C. Hall"," Kultusminister ",NA,1870-05-28,1874-07-14,"Regeringen-Holstein-Holsteinborg",1870-05-28,1874-07-14,4.12876712328762,0
"103","C.A. Fonnesbech"," Indenrigsminister ",NA,1870-05-28,1874-07-14,"Regeringen-Holstein-Holsteinborg",1870-05-28,1874-07-14,4.12876712328762,0
"104","Niels F. Ravn"," Marineminister ",NA,1873-05-21,1874-07-14,"Regeringen-Holstein-Holsteinborg",1870-05-28,1874-07-14,1.14794520547935,0
"105","Otto Rosenørn-Lehn"," Udenrigsminister ",NA,1870-05-28,1874-07-14,"Regeringen-Holstein-Holsteinborg",1870-05-28,1874-07-14,4.12876712328762,0
"106","C.S. Klein"," Justitsminister ",NA,1872-06-26,1874-07-14,"Regeringen-Holstein-Holsteinborg",1870-05-28,1874-07-14,2.04790029193805,0
"107","J.J.A. Worsaae"," Kultusminister ",NA,1874-07-14,1875-06-11,"Regeringen-Fonnesbech",1874-07-14,1875-06-11,0.909589041095842,0
"108","Frederik Tobiesen"," Indenrigsminister ",NA,1874-07-14,1875-06-11,"Regeringen-Fonnesbech",1874-07-14,1875-06-11,0.909589041095842,0
"109","Otto Rosenørn-Lehn"," Udenrigsminister ",NA,1874-07-14,1875-06-11,"Regeringen-Fonnesbech",1874-07-14,1875-06-11,0.909589041095842,0
"110","P.F. Steinmann"," Krigsminister",NA,1874-08-26,1875-06-11,"Regeringen-Fonnesbech",1874-07-14,1875-06-11,0.791780821917655,0
"111","Hilmar Finsen"," Indenrigsminister ",NA,1884-08-29,1885-08-07,"Regeringen-Estrup",1875-06-11,1894-08-07,0.938790328617415,1
"112","H. Hørring"," Indenrigsminister ",NA,1894-01-15,1894-08-07,"Regeringen-Estrup",1875-06-11,1894-08-07,0.558904109589093,0
"113","Erik Skell"," Indenrigsminister ",NA,1875-06-11,1884-08-29,"Regeringen-Estrup",1875-06-11,1894-08-07,9.21737405494423,1
"114","Otto Rosenørn-Lehn"," Udenrigsminister ",NA,1875-10-01,1892-05-21,"Regeringen-Estrup",1875-06-11,1894-08-07,16.6373006961599,1
"115","W. Kaufmann"," Krigsminister ",NA,1879-01-04,1881-04-01,"Regeringen-Estrup",1875-06-11,1894-08-07,2.2383561643835,1
"116","Jesper Bahnson"," Krigsminister ",NA,1884-09-12,1894-08-07,"Regeringen-Estrup",1875-06-11,1894-08-07,9.90053896249719,0
"117","Tage Reedtz-Thott"," Udenrigsminister ",NA,1892-05-21,1894-08-07,"Regeringen-Estrup",1875-06-11,1894-08-07,2.21201437233321,0
"118","C. Goos"," Kultusminister ",NA,1891-07-10,1894-08-07,"Regeringen-Estrup",1875-06-11,1894-08-07,3.07671232876714,0
"119","J.C.H. Fisher"," Kultusminister ",NA,1875-06-11,1880-08-24,"Regeringen-Estrup",1875-06-11,1894-08-07,5.2037128527586,1
"120","Fr. Moltke"," Udenrigsminister ",NA,1875-06-11,1875-10-01,"Regeringen-Estrup",1875-06-11,1894-08-07,0.306849315068575,1
"121","Jacob Scavenius"," Kultusminister",NA,1880-08-24,1891-07-06,"Regeringen-Estrup",1875-06-11,1894-08-07,10.8647802979265,1
"122","Chr. Lüttichau"," Finansminister ",NA,1894-08-07,1897-05-23,"Regeringen-Reedtz-Thott",1894-08-07,1897-05-23,2.79178082191788,0
"123","V. Bardenfleth"," Kultusminister ",NA,1894-08-07,1897-05-23,"Regeringen-Reedtz-Thott",1894-08-07,1897-05-23,2.79178082191788,0
"124","Knud Sehested"," Landbrugsminister ",NA,1896-05-22,1897-05-23,"Regeringen-Reedtz-Thott",1894-08-07,1897-05-23,1.00106295381397,0
"125","N.F. Ravn"," Marineminister ",NA,1894-08-07,1897-05-23,"Regeringen-Reedtz-Thott",1894-08-07,1897-05-23,2.79178082191788,0
"126","Gustav Schnack"," Krigsminister ",NA,1896-04-25,1897-05-23,"Regeringen-Reedtz-Thott",1894-08-07,1897-05-23,1.07483344561729,0
"127","H.P. Ingerslev"," Minister for offentlige arbejder ",NA,1894-08-07,1896-04-20,"Regeringen-Reedtz-Thott",1894-08-07,1897-05-23,1.70328617411496,1
"128","C.A.F. Thomsen"," Krigsminister",NA,1894-08-07,1896-04-25,"Regeringen-Reedtz-Thott",1894-08-07,1897-05-23,1.7169473763006,1
"129","C. Tuxen"," Krigsminister ",NA,1897-05-23,1899-08-28,"Regeringen-Hoerring",1897-05-23,1900-04-27,2.26575342465753,1
"130","Gustav Schnack"," Krigsminister ",NA,1899-08-28,1900-04-27,"Regeringen-Hoerring",1897-05-23,1900-04-27,0.663013698630039,0
"131","H.V. Sthyr"," Kultusminister ",NA,1897-05-23,1900-04-27,"Regeringen-Hoerring",1897-05-23,1900-04-27,2.92876712328757,0
"132","Ludvig Bramsen"," Indenrigsminister ",NA,1899-08-28,1900-04-27,"Regeringen-Hoerring",1897-05-23,1900-04-27,0.663013698630039,0
"133","V. Bardenfleth"," Indenrigsminister ",NA,1897-05-23,1899-08-28,"Regeringen-Hoerring",1897-05-23,1900-04-27,2.26575342465753,1
"134","Alfred Hage"," Landbrugsminister",NA,1897-05-23,1900-04-27,"Regeringen-Hoerring",1897-05-23,1900-04-27,2.92876712328757,0
"135","Hannibal Sehested"," Konsejlspræsident ",NA,1900-04-27,1901-07-24,"Regeringen-Sehested",1900-04-27,1901-07-24,1.24109589041109,0
"136","William Scharling"," Finansminister ",NA,1900-04-27,1901-07-24,"Regeringen-Sehested",1900-04-27,1901-07-24,1.24109589041109,0
"137","Fr. Friis"," Landbrugsminister ",NA,1900-04-27,1901-07-24,"Regeringen-Sehested",1900-04-27,1901-07-24,1.24109589041109,0
"138","Chr. Juul-Rysensteen"," Minister for offentlige arbejder ",NA,1900-04-27,1901-07-24,"Regeringen-Sehested",1900-04-27,1901-07-24,1.24109589041109,0
"139","Gustav Schnack"," Krigsminister ",NA,1900-04-27,1901-07-24,"Regeringen-Sehested",1900-04-27,1901-07-24,1.24109589041109,0
"140","Chr. G. Middelboe"," Marineminister ",NA,1900-04-27,1901-07-24,"Regeringen-Sehested",1900-04-27,1901-07-24,1.24109589041109,0
"141","Ludwig Bramsen"," Indenrigsminister ",NA,1900-04-27,1901-07-24,"Regeringen-Sehested",1900-04-27,1901-07-24,1.24109589041109,0
"142","J.J. Bjerre"," Kultusminister ",NA,1900-04-27,1901-07-24,"Regeringen-Sehested",1900-04-27,1901-07-24,1.24109589041109,0
"143","C. Goos"," Jutitsminister",NA,1900-04-27,1901-07-24,"Regeringen-Sehested",1900-04-27,1901-07-24,1.24109589041109,0
"144","Christopher Hage"," Finansminister "," (V)",1901-07-24,1905-01-14,"Regeringen-Deuntzer",1901-07-24,1905-01-14,3.47671232876701,0
"145","V H. O. Madsen"," Krigsminister "," (V)",1901-07-24,1905-01-14,"Regeringen-Deuntzer",1901-07-24,1905-01-14,3.47671232876701,0
"146","Ferdinand Jøhnke"," Marineminister "," (V)",1901-07-24,1905-01-14,"Regeringen-Deuntzer",1901-07-24,1905-01-14,3.47671232876701,0
"147","J. C. Christensen"," Kultusminister "," (V)",1901-07-24,1905-01-14,"Regeringen-Deuntzer",1901-07-24,1905-01-14,3.47671232876701,0
"148","P. A. Alberti"," Justitsminister "," (V)",1901-07-24,1905-01-14,"Regeringen-Deuntzer",1901-07-24,1905-01-14,3.47671232876701,0
"149","Enevold Sørensen"," Indenrigsminister "," (V)",1901-07-24,1905-01-14,"Regeringen-Deuntzer",1901-07-24,1905-01-14,3.47671232876701,0
"150","V. Hørup"," Minister for offentlige arbejder † 15.02.1902 "," (V)",1901-07-24,1902-02-15,"Regeringen-Deuntzer",1901-07-24,1905-01-14,0.564383561643808,1
"151","Christopher Hage"," Minister for offentlige arbejder (fra 15.02.1902) "," (V)",1902-02-15,1905-01-14,"Regeringen-Deuntzer",1901-07-24,1905-01-14,2.9123287671232,0
"152","Ole Hansen"," Landbrugsminister "," (V)",1901-07-24,1905-01-14,"Regeringen-Deuntzer",1901-07-24,1905-01-14,3.47671232876701,0
"153","P. A. Alberti"," Minister for Island "," (V)",1901-07-24,1904-01-31,"Regeringen-Deuntzer",1901-07-24,1905-01-14,2.5230631035256,1
"154","Hannes Hafstein"," Minister for Island",NA,1904-01-31,1905-01-14,"Regeringen-Deuntzer",1901-07-24,1905-01-14,0.953649225241406,0
"155","Frederik C.O. Raben-Levetzau"," Udenrigsminister "," (V)",1905-01-14,1908-07-24,"Regeringen-Christensen-i",1905-01-14,1908-07-24,3.52449285126136,0
"156","Vilhelm Lassen"," Finansminister † 06.04.1908 "," (V)",1905-01-14,1908-04-06,"Regeringen-Christensen-i",1905-01-14,1908-07-24,3.22667864361119,1
"157","Enevold Sørensen"," Kultusminister "," (V)",1905-01-14,1908-07-24,"Regeringen-Christensen-i",1905-01-14,1908-07-24,3.52449285126136,0
"158","P. A. Alberti"," Justitsminister "," (V)",1905-01-14,1908-07-24,"Regeringen-Christensen-i",1905-01-14,1908-07-24,3.52449285126136,0
"159","Sigurd Berg"," Indenrigsminister "," (V)",1905-01-14,1908-07-24,"Regeringen-Christensen-i",1905-01-14,1908-07-24,3.52449285126136,0
"160","Svend Høgsbro"," Minister for offentlige arbejder "," (V)",1905-01-14,1908-07-24,"Regeringen-Christensen-i",1905-01-14,1908-07-24,3.52449285126136,0
"161","Ole Hansen"," Landbrugsminister "," (V)",1905-01-14,1908-07-24,"Regeringen-Christensen-i",1905-01-14,1908-07-24,3.52449285126136,0
"162","Hannes Hafstein"," Minister for Island",NA,1905-01-14,1908-07-24,"Regeringen-Christensen-i",1905-01-14,1908-07-24,3.52449285126136,0
"163","Frederik C.O. Raben-Levetzau"," Udenrigsminister "," (V)",1908-07-24,1908-10-12,"Regeringen-Christensen-ii",1908-07-24,1908-10-12,0.218579234972594,0
"164","N. Neergaard"," Finansminister "," (V)",1908-07-24,1908-10-12,"Regeringen-Christensen-ii",1908-07-24,1908-10-12,0.218579234972594,0
"165","Enevold Sørensen"," Kultusminister "," (V)",1908-07-24,1908-10-12,"Regeringen-Christensen-ii",1908-07-24,1908-10-12,0.218579234972594,0
"166","Svend Høgsbro"," Justitsminister "," (V)",1908-07-24,1908-10-12,"Regeringen-Christensen-ii",1908-07-24,1908-10-12,0.218579234972594,0
"167","Sigurd Berg"," Indenrigsminister "," (V)",1908-07-24,1908-10-12,"Regeringen-Christensen-ii",1908-07-24,1908-10-12,0.218579234972594,0
"168","J.Jensen- Sønderup"," Minister for offentlige arbejder "," (V)",1908-07-24,1908-10-12,"Regeringen-Christensen-ii",1908-07-24,1908-10-12,0.218579234972594,0
"169","Anders Nielsen"," Landbrugsminister "," (V)",1908-07-24,1908-10-12,"Regeringen-Christensen-ii",1908-07-24,1908-10-12,0.218579234972594,0
"170","Hannes Hafstein"," Minister for Island",NA,1908-07-24,1908-10-12,"Regeringen-Christensen-ii",1908-07-24,1908-10-12,0.218579234972594,0
"171","C. W. Ahlefeldt-Laurvig (V)"," Udenrigsminister ","(en)",1908-10-12,1909-08-16,"Regeringen-Neergaard-I",1908-10-12,1909-08-16,0.843229283629171,0
"172","Charles Brun"," Finansminister "," (V)",1908-10-12,1909-08-16,"Regeringen-Neergaard-I",1908-10-12,1909-08-16,0.843229283629171,0
"173","Enevold Sørensen"," Kultusminister "," (V)",1908-10-12,1909-08-16,"Regeringen-Neergaard-I",1908-10-12,1909-08-16,0.843229283629171,0
"174","Svend Høgsbro"," Justitsminister "," (V)",1908-10-12,1909-08-16,"Regeringen-Neergaard-I",1908-10-12,1909-08-16,0.843229283629171,0
"175","Klaus Berntsen "," Indenrigsminister "," (V)",1908-10-12,1909-08-16,"Regeringen-Neergaard-I",1908-10-12,1909-08-16,0.843229283629171,0
"176","J.Jensen-Sønderup"," Minister for offentlige arbejder "," (V)",1908-10-12,1909-08-16,"Regeringen-Neergaard-I",1908-10-12,1909-08-16,0.843229283629171,0
"177","Anders Nielsen "," Landbrugsminister "," (V)",1908-10-12,1909-08-16,"Regeringen-Neergaard-I",1908-10-12,1909-08-16,0.843229283629171,0
"178","Johan Hansen"," Minister for handel og søfart "," (V)",1908-10-12,1909-08-16,"Regeringen-Neergaard-I",1908-10-12,1909-08-16,0.843229283629171,0
